2024-03-13T22:29:47.215437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.233436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.249437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.263443,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.278433,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.295438,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.317440,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.336434,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.352437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.376449,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.396439,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.415440,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.430436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.451440,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.470440,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.487437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.505445,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.524436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.541437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.558435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.577435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.595435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.611435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.626434,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.643436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.659436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.674436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.688435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.704443,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.722438,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.737437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.751435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.809437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.837436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.853435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.869449,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.889437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.907435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.924436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.942438,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.960438,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.979434,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:47.995434,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.013436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.031436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.046435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.060435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.076435,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.092436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.106434,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.122437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.156436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.171437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.186437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.201436,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.237437,USUARIO AUTORIZADO,no,1,1
2024-03-13T22:29:48.257436,USUARIO AUTORIZADO,no,1,1
